BioProject	SRR_ID	sample_alias	group	class	condition	condition_original	condition_raw	srr_description	binary_split	exclude	in_prev_loso	prev_loso_ref	prev_loso_contrast	n_in_orig_condition	is_singleton	has_local_counts	organism	library_layout	annotation_status	annotation_confidence	annotation_basis	annotation_notes	source_url	manuscript_url
PRJNA1175639	SRR31149355	hBA-diff-2	1	treatment	treatment	brown_differentiated	Brown differentiated	hBA-diff-2 | Brown Preadipocytes Diff R2	technical_control_vs_treatment		yes	brown_differentiated	brown_preadipocyte_d0 vs brown_differentiated	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1175639	
PRJNA1175639	SRR31149356	hBA-diff-1	1	treatment	treatment	brown_differentiated	Brown differentiated	hBA-diff-1 | Brown Preadipocytes Diff R1	technical_control_vs_treatment		yes	brown_differentiated	brown_preadipocyte_d0 vs brown_differentiated	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1175639	
PRJNA1175639	SRR31149359	hWA-diff-4	1	treatment	treatment	white_differentiated	White differentiated	hWA-diff-4 | White Preadipocytes Diff R4	technical_control_vs_treatment		yes	brown_differentiated	brown_preadipocyte_d0 vs brown_differentiated	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1175639	
PRJNA1175639	SRR31149360	hWA-diff-3	1	treatment	treatment	white_differentiated	White differentiated	hWA-diff-3 | White Preadipocytes Diff R3	technical_control_vs_treatment		yes	brown_differentiated	brown_preadipocyte_d0 vs brown_differentiated	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1175639	
PRJNA1175639	SRR31149361	hWA-diff-2	1	treatment	treatment	white_differentiated	White differentiated	hWA-diff-2 | White Preadipocytes Diff R2	technical_control_vs_treatment		yes	brown_differentiated	brown_preadipocyte_d0 vs brown_differentiated	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1175639	
PRJNA1175639	SRR31149362	hWA-diff-1	1	treatment	treatment	white_differentiated	White differentiated	hWA-diff-1 | White Preadipocytes Diff R1	technical_control_vs_treatment		yes	brown_differentiated	brown_preadipocyte_d0 vs brown_differentiated	4	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1175639	
PRJNA1176539	SRR35798665	Lab-1-7	1	control	control	cell_culture_medium	cell culture medium	Lab-1-7 | Transcriptomics: cell culture medium | DMEM cell culture medium (no supplements)	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	1	yes	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798667	Lab-7-6	1	control	control	water	water	Lab-7-6 | Transcriptomics: water (negative control) | Water	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	1	yes	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798679	Lab-6-2	1	control	control	ramos_cells	Ramos cells	Lab-6-2 | Transcriptomics: Ramos cells | EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	3	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798681	Lab-6-1	1	control	control	ntc_pbs	NTC / PBS	Lab-6-1 | Transcriptomics: PBS (no template control NTC) | No template control (PBS)	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	1	yes	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798682	Lab-5-5	1	control	control	mrc5_cells	MRC-5 cells	Lab-5-5 | Transcriptomics: MRC-5 cells | MRC-5 human lung cell line	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	1	yes	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798688		1	control	control	ramos_cells	Ramos cells		technical_control_vs_treatment	no local counts	no	cell_culture_medium	mrc5_cells vs cell_culture_medium	3	no	no	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798699	Lab-2-6	1	control	control	ramos_cells	Ramos cells	Lab-2-6 | Transcriptomics: Ramos cells | EBV-negative Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	3	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798662	Lab-2-3	1	treatment	treatment	raji_ramos_ratio_0p001	Raji/Ramos spike-in ratio 0.001	Lab-2-3 | Transcriptomics: mixed Raji and Ramos cells at 0.001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	7	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798664	Lab-2-1	1	treatment	treatment	raji_ramos_ratio_0p1	Raji/Ramos spike-in ratio 0.1	Lab-2-1 | Transcriptomics: mixed Raji and Ramos cells at 0.1 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	6	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798666	Lab-1-6	1	treatment	treatment	raji_ramos_ratio_0p00001	Raji/Ramos spike-in ratio 0.00001	Lab-1-6 | Transcriptomics: mixed Raji and Ramos cells at 0.00001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	1	yes	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798668	Lab-7-5	1	treatment	treatment	raji_ramos_ratio_0p0001	Raji/Ramos spike-in ratio 0.0001	Lab-7-5 | Transcriptomics: mixed Raji and Ramos cells at 0.0001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	3	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798670	Lab-7-4	1	treatment	treatment	raji_ramos_ratio_0p001	Raji/Ramos spike-in ratio 0.001	Lab-7-4 | Transcriptomics: mixed Raji and Ramos cells at 0.001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	7	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798671	Lab-7-3	1	treatment	treatment	raji_ramos_ratio_0p01	Raji/Ramos spike-in ratio 0.01	Lab-7-3 | Transcriptomics: mixed Raji and Ramos cells at 0.01 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798672	Lab-7-2	1	treatment	treatment	raji_ramos_ratio_0p1	Raji/Ramos spike-in ratio 0.1	Lab-7-2 | Transcriptomics: mixed Raji and Ramos cells at 0.1 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	6	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798673	Lab-7-1	1	treatment	treatment	raji_ramos_ratio_0p5	Raji/Ramos spike-in ratio 0.5	Lab-7-1 | Transcriptomics: mixed Raji and Ramos cells at 0.5 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798674	Lab-6-7	1	treatment	treatment	raji_cells	Raji cells	Lab-6-7 | Transcriptomics: Raji cells | Raji cells expressing Epstein-Barr Virus (EBV) RNA	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	2	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798675	Lab-6-6	1	treatment	treatment	raji_ramos_ratio_0p5	Raji/Ramos spike-in ratio 0.5	Lab-6-6 | Transcriptomics: mixed Raji and Ramos cells with 0.5 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798678	Lab-6-3	1	treatment	treatment	raji_ramos_ratio_0p001	Raji/Ramos spike-in ratio 0.001	Lab-6-3 | Transcriptomics: mixed Raji and Ramos cells with 0.001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	7	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798680	Lab-1-4	1	treatment	treatment	raji_ramos_ratio_0p001	Raji/Ramos spike-in ratio 0.001	Lab-1-4 | Transcriptomics: mixed Raji and Ramos cells at 0.001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	7	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798683	Lab-5-4	1	treatment	treatment	raji_ramos_ratio_0p001	Raji/Ramos spike-in ratio 0.001	Lab-5-4 | Transcriptomics: mixed Raji and Ramos cells with 0.001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	7	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798684	Lab-5-3	1	treatment	treatment	raji_ramos_ratio_0p01	Raji/Ramos spike-in ratio 0.01	Lab-5-3 | Transcriptomics: mixed Raji and Ramos cells with 0.01 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798685	Lab-5-2	1	treatment	treatment	raji_ramos_ratio_0p1	Raji/Ramos spike-in ratio 0.1	Lab-5-2 | Transcriptomics: mixed Raji and Ramos cells with 0.1 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	6	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798686	Lab-5-1	1	treatment	treatment	raji_ramos_ratio_0p5	Raji/Ramos spike-in ratio 0.5	Lab-5-1 | Transcriptomics: mixed Raji and Ramos cells with 0.5 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798687		1	treatment	treatment	raji_cells	Raji cells		technical_control_vs_treatment	no local counts	no	cell_culture_medium	mrc5_cells vs cell_culture_medium	2	no	no	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798689	Lab-4-4	1	treatment	treatment	raji_ramos_ratio_0p001	Raji/Ramos spike-in ratio 0.001	Lab-4-4 | Transcriptomics: mixed Raji and Ramos cells at 0.001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	7	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798690	Lab-4-3	1	treatment	treatment	raji_ramos_ratio_0p01	Raji/Ramos spike-in ratio 0.01	Lab-4-3 | Transcriptomics: mixed Raji and Ramos cells at 0.01 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798691	Lab-1-3	1	treatment	treatment	raji_ramos_ratio_0p01	Raji/Ramos spike-in ratio 0.01	Lab-1-3 | Transcriptomics: mixed Raji and Ramos cells at 0.01 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798692	Lab-4-2	1	treatment	treatment	raji_ramos_ratio_0p1	Raji/Ramos spike-in ratio 0.1	Lab-4-2 | Transcriptomics: mixed Raji and Ramos cells at 0.1 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	6	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798693	Lab-4-1	1	treatment	treatment	raji_ramos_ratio_0p5	Raji/Ramos spike-in ratio 0.5	Lab-4-1 | Transcriptomics: mixed Raji and Ramos cells at 0.5 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798695		1	treatment	treatment	raji_ramos_ratio_0p0001	Raji/Ramos spike-in ratio 0.0001		technical_control_vs_treatment	no local counts	no	cell_culture_medium	mrc5_cells vs cell_culture_medium	3	no	no	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798696		1	treatment	treatment	raji_ramos_ratio_0p001	Raji/Ramos spike-in ratio 0.001		technical_control_vs_treatment	no local counts	no	cell_culture_medium	mrc5_cells vs cell_culture_medium	7	no	no	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798697		1	treatment	treatment	raji_ramos_ratio_0p01	Raji/Ramos spike-in ratio 0.01		technical_control_vs_treatment	no local counts	no	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	no	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798698		1	treatment	treatment	raji_ramos_ratio_0p1	Raji/Ramos spike-in ratio 0.1		technical_control_vs_treatment	no local counts	no	cell_culture_medium	mrc5_cells vs cell_culture_medium	6	no	no	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798700	Lab-2-5	1	treatment	treatment	raji_ramos_ratio_0p00005	Raji/Ramos spike-in ratio 0.00005	Lab-2-5 | Transcriptomics: mixed Raji and Ramos cells at 0.00005 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	1	yes	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798701	Lab-2-4	1	treatment	treatment	raji_ramos_ratio_0p0001	Raji/Ramos spike-in ratio 0.0001	Lab-2-4 | Transcriptomics: mixed Raji and Ramos cells at 0.0001 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	3	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798702	Lab-1-2	1	treatment	treatment	raji_ramos_ratio_0p1	Raji/Ramos spike-in ratio 0.1	Lab-1-2 | Transcriptomics: mixed Raji and Ramos cells at 0.1 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	6	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1176539	SRR35798703	Lab-1-1	1	treatment	treatment	raji_ramos_ratio_0p5	Raji/Ramos spike-in ratio 0.5	Lab-1-1 | Transcriptomics: mixed Raji and Ramos cells at 0.5 ratio | Raji cells expressing Epstein-Barr Virus (EBV) RNA mixed with EBV-neg Ramos cells	technical_control_vs_treatment		yes	cell_culture_medium	mrc5_cells vs cell_culture_medium	5	no	yes	metagenome	PAIRED, SINGLE	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1176539	
PRJNA1185243	SRR31320507	covax6b_s159	1	control	control	wu382_70_d57_lymph_node	WU382-70 day 57 lymph node	covax6b_s159 | scRNA-seq of Homo sapiens: 382-70 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	2	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
PRJNA1185243	SRR31320508	covax6b_s158	1	control	control	wu382_70_d57_lymph_node	WU382-70 day 57 lymph node	covax6b_s158 | scRNA-seq of Homo sapiens: 382-70 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	2	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
PRJNA1185243	SRR31320511	covax6b_s155	1	control	control	wu382_67_d57_lymph_node	WU382-67 day 57 lymph node	covax6b_s155 | scRNA-seq of Homo sapiens: 382-67 d57 lymph node	technical_control_vs_treatment		yes	wu382_65_d57_lymph_node	wu382_67_d57_lymph_node vs wu382_65_d57_lymph_node	2	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1185243	https://www.science.org/doi/10.1126/sciimmunol.adu4107
